VCCS Course Number,VCCS Course Title,VCCS Credits,VT Course Number,VT Course Title,VT Credits,Comments

DAN 121	DANCE APPRECIATION	3	DANC 2014	INTRODUCTION TO DANCE HISTORY	3	
DAN 160	MODERN DANCE I	1	DANC 1XXX	DANCE ELECTIVE	1	
DAN 161	DANCE PRODUCTION	3	DANC 1XXX	DANCE ELECTIVE	3	
DAN 163	JAZZ I	1	DANC 1XXX	DANCE ELECTIVE	1	
DAN 164	JAZZ II	1-2	DANC 1XXX	DANCE ELECTIVE	1-2	
DAN 165	TAP DANCE	1-2	DANC 1XXX	DANCE ELECTIVE	1-2	
DAN 166	BALLET I	1	DANC 1XXX	DANCE ELECTIVE	1	
DAN 167	DANCE IMPROVISATION	1	DANC 1XXX	DANCE ELECTIVE	1	
DAN 171	BALLROOM DANCE I	1-2	DANC 1XXX	DANCE ELECTIVE	1-2	
DAN 176	ADVANCED BALLET	1-2	DANC 1XXX	DANCE ELECTIVE	1-2	
DAN 200	HISTORY OF MODERN DANCE	3	DANC 2014	INTRODUCTION TO DANCE HISTORY	3	
DAN 210	DANCE COMPOSITION	3	DANC 2XXX	DANCE ELECTIVE	3	
DAN 261	ADVANCED DANCE PRODUCTION	1-2	DANC 2XXX	DANCE ELECTIVE	1-2	
DEC	ALL DECORATING COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
DIA	ALL HEMODIALYSIS TECHNOLOGY COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
DIT 121	NUTRITION I	3	HNFE 1XXX	HUMAN NUTRITION, FOODS, AND EXERCISE ELECTIVE	3	
DIT 122	NUTRITION II	3	HNFE 1XXX	HUMAN NUTRITION, FOODS, AND EXERCISE ELECTIVE	3	
DIT 125	CURRENT CONCEPTS IN DIET AND NUTRITION	3	HNFE 1XXX	HUMAN NUTRITION, FOODS, AND EXERCISE ELECTIVE	3	
DMS	ALL DIAGNOSTIC MEDICAL SONOGRAPHY COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
DNA	ALL DENTAL ASSISTING COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
DNL	ALL DENTAL LABORATORY COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
DRF 200	SURVEY OF COMPUTER AIDED DRAFTING	3-4	VT 1XXX	VIRGINIA TECH ELECTIVE	3-4	
DRF 201	COMPUTER AIDED DRAFTING & DESIGN I	3-4	VT 1XXX	VIRGINIA TECH ELECTIVE	3-4	
DRF 202	COMPUTER AIDED DRAFTING & DESIGN II	3-4	VT 1XXX	VIRGINIA TECH ELECTIVE	3-4	
DRF 203	COMPUTER AIDED DRAFTING AND DESIGN III	3-4	VT 2XXX	VIRGINIA TECH ELECTIVE	3-4	
DRF 238	COMPUTER AIDED MODELING & RENDERING I	2-3	VT 1XXX	VIRGINIA TECH ELECTIVE	2-3	
DSL	ALL DIESEL COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
ECO 100	ELEMENTARY ECONOMICS	3	ECON 1XXX	ECONOMICS ELECTIVE	3	
ECO 110	CONSUMER ECONOMICS	3	ECON 1XXX	ECONOMICS ELECTIVE	3	
ECO 115	UNDERSTAND OUR ENVIRONMENT: AN ECONOMIC INTRODUCTION	3	ECON 1XXX	ECONOMICS ELECTIVE	3	
ECO 120	SURVEY OF ECONOMICS	2-3	ECON 1XXX	ECONOMICS ELECTIVE	2-3	
ECO 150	ECONOMIC ESSENTIALS: THEORY AND APPLICATION	3	ECON 1XXP	ECONOMICS ELECTIVE	3	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 3.
ECO 190	COORDINATED INTERNSHIP	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
ECO 193	STUDIES IN	1-5	ECON 1XXX	ECONOMICS ELECTIVE	1-5	ECONOMICS DEPARTMENT WILL CONSIDER DIRECT EQUIVALENT CREDIT WHEN SYLLABUS IS PROVIDED.
ECO 195	TOPICS IN	1-5	ECON 1XXX	ECONOMICS ELECTIVE	1-5	ECONOMICS DEPARTMENT WILL CONSIDER DIRECT EQUIVALENT CREDIT WHEN SYLLABUS IS PROVIDED.
ECO 196	ON-SITE TRAINING	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
ECO 198	SEMINAR AND PROJECT	1-5	ECON 1XXX	ECONOMICS ELECTIVE	1-5	
ECO 199	SUPERVISED STUDY	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
ECO 201	PRINCIPLES OF MACROECONOMICS	3	ECON 2006	PRINCIPLES OF ECONOMICS	3	
ECO 202	PRINCIPLES OF MICROECONOMICS	3	ECON 2005	PRINCIPLES OF ECONOMICS	3	
ECO 210	INTERNATIONAL ECONOMICS	3	ECON 2XXX	ECONOMICS ELECTIVE	3	
ECO 230	MONEY AND BANKING	3	ECON 2XXX	ECONOMICS ELECTIVE	3	
ECO 290	COORDINATED INTERNSHIP	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
ECO 293	STUDIES IN	1-5	ECON 2XXX	ECONOMICS ELECTIVE	1-5	ECONOMICS DEPARTMENT WILL CONSIDER DIRECT EQUIVALENT CREDIT WHEN SYLLABUS IS PROVIDED.
ECO 295	TOPICS IN	1-5	ECON 2XXX	ECONOMICS ELECTIVE	1-5	ECONOMICS DEPARTMENT WILL CONSIDER DIRECT EQUIVALENT CREDIT WHEN SYLLABUS IS PROVIDED.
ECO 296	ON-SITE TRAINING	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
ECO 297	COOPERATIVE EDUCATION	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
ECO 298	SEMINAR AND PROJECT	1-5	ECON 2XXX	ECONOMICS ELECTIVE	1-5	
ECO 299	SUPERVISED STUDY	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
EDU 100	INTRODUCTION TO EDUCATION	1	EDCI 1XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	1	
EDU 156	SINGLE PARENT FAMILIES	3	HD 1XXX	HUMAN DEVELOPMENT ELECTIVE	3	
EDU 200	FOUNDATIONS OF EDUCATION	3	EDCI 2004	EXPLORING THE TEACHING PROFESSION - FIELD STUDIES IN EDUCATION	3	
EDU 204	TEACHING IN A DIVERSE SOCIETY	3	EDCI 2XXX	EDUCATION, CURRICULUM, AND INSTRUCTION ELECTIVE	3	
EDU 205	CURRICULUM AND INSTRUCTIONAL PROCEDURES	3	EDCI 2XXX	EDUCATION, CURRICULUM, AND INSTRUCTION ELECTIVE	3	
EDU 206	CLASSROOM AND BEHAVIORAL MANAGEMENT	3	EDCI 2XXX	EDUCATION, CURRICULUM, AND INSTRUCTION ELECTIVE	3	
EDU 207	HUMAN GROWTH AND DEVELOPMENT	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
EDU 235	HEALTH SAFETY & NUTRITION EDUCATION	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
EDU 250	FOUNDATIONS OF EXCEPTIONAL EDUCATION	3	EDCI 3144	EDUCATION OF EXCEPTIONAL LEARNERS	3	
EDU 254	TEACHING BASIC ACADEMIC SKILLS TO EXCEPTIONAL CHILDREN	3	EDCI 3144	EDUCATION OF EXCEPTIONAL LEARNERS	3	
EDU 270	INTRODUCTION TO AUTISM SPECTRUM DISORDERS	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
EDU 271	METHODOLOGIES AND CURRICULUM DEVELOPMENT FOR STUDENTS WITH AUTISM SPECTRUM DISORDERS	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
EDU 280	INTRODUCTION TO INSTRUCTIONAL TECHNOLOGIES	3	EDCI 2XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
EDU 285	TEACHING ONLINE PROGRAMS (TOP)	3	EDCI 2XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
EDU 287	INSTRUCTIONAL DESIGN FOR ONLINE LEARNING	3	EDCI 2XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
EDU 293	STUDIES IN	1-5	EDCI 2XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	1-5	SCHOOL OF EDUCATION WILL CONSIDER DIRECT EQUIVALENT CREDIT WHEN SYLLABUS IS PROVIDED.
EDU 299	SUPERVISED STUDY	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
EGR 100	ENGINEERING TECHNOLOGY ORIENTATION	1	ENGR 1XXX	ENGINEERING ELECTIVE	1	
EGR 120	INTRODUCTION TO ENGINEERING	1-2	ENGE 1XXX	ENGINEERING EDUCATION ELECTIVE	1-2	
EGR 121	FOUNDATIONS OF ENGINEERING	2	ENGE 1215	FOUNDATIONS OF ENGINEERING	2	
EGR 122	ENGINEERING DESIGN	3	ENGE 1216 + ENGE 1XXX	FOUNDATIONS OF ENGINEERING + ENGINEERING EDUCATION ELECTIVE	2+1	
EGR 125	INTRODUCTION TO COMPUTER PROGRAMMING FOR ENGINEERS	4	ECE 2514 + ECE 1XXX	COMPUTATIONAL ENGINEERING + ELECTRICAL AND COMPUTER ENGINEERING	3+1	
EGR 125 + 271	INTRODUCTION TO COMPUTER PROGRAMMING FOR ENGINEERS + ELECTRIC CIRCUITS I	4 + 4	ECE 1004 + ECE 2514 + ECE 1XXX	INTRO TO ECE CONCEPTS + COMPUTATIONAL ENGINEERING + ELECTRICAL AND COMPUTER ENGINEERING	3+3+2	
EGR 126	COMPUTER PROGRAMMING FOR ENGINEERS	3	CS 1XXX	COMPUTER SCIENCE ELECTIVE	3	
EGR 127	INTRODUCTION TO COMPUTER PROGRAMMING	2-3	CS 1XXX or CS 1044	COMPUTER SCIENCE ELECTIVE OR INTRODUCTION TO PROGRAMMING IN C	2-3	CS 1044 IS AWARDED ONLY WHEN 3 CREDIT HOUR COURSE IS COMPLETED AT THE VCCS.
EGR 130	STATICS AND STRENGTH OF MATERIALS FOR ENGINERING TECHNOLOGY	4-5	ENGR 1XXX	ENGINEERING ELECTIVE	4-5	
EGR 135	STATICS FOR ENGINEERING TECHNOLOGY	3	ENGR 1XXX	ENGINEERING ELECTIVE	3	
EGR 136	STRENGTH OF MATERIALS FOR ENGINEERING TECHNOLOGY	3	ENGR 1XXX	ENGINEERING ELECTIVE	3	
EGR 140	ENGINEERING MECHANICS - STATICS	3	ESM 2104	STATICS	3	
EGR 206	ENGINEERING ECONOMICS	2-3	ISE 2014 OR ISE 2014 + ISE 2XXX	ENGINEERING ECONOMY OR ENGINEERING ECONOMY + INDUSTRIAL AND SYSTEMS ENGINEERING ELECTIVE	2-3	
EGR 216	COMPUTER METHODS IN ENGINEERING AND TECHNOLOGY	3	ENGR 2XXX	ENGINEERING ELECTIVE	3	
EGR 240	STATICS	3	ESM 2104	STATICS	3	
EGR 245	DYNAMICS	3	ESM 2304	DYNAMICS	3	
EGR 246	MECHANICS OF MATERIALS	3	ESM 2204	MECHANICS OF DEFORMABLE BODIES	3	
EGR 247	MECHANICS OF MATERIALS LAB	1	ESM 1XXX	ENGINEERING SCIENCE AND MECHANICS ELECTIVE	1	
EGR 248	THERMODYNAMICS FOR ENGINEERING	3	ME 2XXX	MECHANICAL ENGINEERING ELECTIVE	3	
EGR 251	BASIC ELECTRIC CIRCUITS I	3	ECE 1X1C	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	3	
EGR 252	BASIC ELECTRIC CIRCUITS II	3	ECE 1X1D	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	3	
EGR 255	ELECTRIC CIRCUITS LAB	1	ECE 1X1E	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	1	
EGR 260	CIRCUIT ANALYSIS	3	ECE 3054	ELECTRICAL THEORY	3	
EGR 261	SIGNALS AND SYSTEMS	3	ECE 1X1F	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	3	
EGR 262	FUNDAMENTAL CIRCUITS LABORATORY	2	ECE 1X1G	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	2	
EGR 263	SIGNALS AND SYSTEMS LAB	1	ECE 1XXX	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	1	
EGR 265	DIGITAL ELECTRONICS & LOGIC DESIGN	4	ECE 2XXX	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	4	
EGR 270	FUNDAMENTALS OF COMPUTER ENGINEERING	4	ECE 2544 + 1XXX	FUNDAMENTALS OF DIGITAL SYSTEMS	3+1	
EGR 271	ELECTRIC CIRCUITS I	4	ECE 2054 + 1XXX	APPLIED ELECTRICAL THEORY	3+1	
EGR 272	ELECTRIC CIRCUITS II	4	ECE 2024 + 1XXX	CIRCUITS AND DEVICES	3+1	
EGR 277	DIGITAL LOGIC	3	ECE 2XXX	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	3	
EGR 278	DIGITAL LOGIC LAB	1-2	ECE 1XXX	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	1-2	
EGR 280	FOUNDATIONS OF ENVIRONMENTAL ENGINEERING	3	CEE 3104	INTRODUCTION TO ENVIRONMENTAL ENGINEERING	3	
EGR 282	HYDRAULICS FOR CIVIL AND ENVIRONMENTAL ENGINEERING	3	CEE 2XXX	CIVIL AND ENIVRONMENTAL ENGINEERING ELECTIVE	3	
EGR 295	TOPICS IN ENGR DESIGN	1-5	ENGR 2XXX	ELECTRICAL AND COMPUTER ENGINEERING ELECTIVE	1-5	
EIP	ALL EDUCATION INTERPRETER PROGRAM COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
EMS	ALL EMERGENCY MEDICAL SERVICES COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
EMT	ALL EMERGENCY MEDICAL TECHNOLOGY COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
ENF	ALL ENGLISH FUNDAMENTALS COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
ENG 100	BASIC OCCUPATIONAL COMMUNICATION	3	VT XXXX	NO VIRGINIA TECH CREDIT	0	
ENG 101	PRACTICAL WRITING I	3	VT XXXX	NO VIRGINIA TECH CREDIT	0	
ENG 108	CRITICAL READING AND STUDY SKILLS	3	VT XXXX	NO VIRGINIA TECH CREDIT	0	
ENG 111	COLLEGE COMPOSITION I	3	ENGL 1105	FIRST YEAR WRITING	3	
ENG 112	COLLEGE COMPOSITION II	3	ENGL 1106	FIRST YEAR WRITING	3	
ENG 113	TECHNICAL-PROFESSIONAL WRITING	3	ENGL 1XXP	ENGLISH ELECTIVE	3	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 1A
ENG 114	SCIENTIFIC WRITING	3	ENGL 1XXX	ENGLISH ELECTIVE	3	
ENG 115	TECHNICAL WRITING	3	ENGL 1XXX	ENGLISH ELECTIVE	3	
ENG 116	WRITING FOR BUSINESS	3	ENGL 1XXX	ENGLISH ELECTIVE	3	
ENG 121	INTRODUCTION TO JOURNALISM I	3	JMC 2XXX	JOURNALISM ELECTIVE	3	
ENG 122	INTRODUCTION TO JOURNALISM II	3	JMC 2XXX	JOURNALISM ELECTIVE	3	
ENG 123	WRITING FOR THE WORLD WIDE WEB	3	ENGL 1XXX	ENGLISH ELECTIVE	3	
ENG 125	INTRODUCTION TO LITERATURE	3	ENGL 1XXX2	ENGLISH ELECTIVE	3	APPLIES TO GENERAL EDUCATION, PATHWAY 2
ENG 131	TECHNICAL REPORT WRITING I	3	ENGL 1XXX	ENGLISH ELECTIVE	3	
ENG 134	GRAMMAR FOR WRITING AND SPEAKING	3	ENGL 1XXX	ENGLISH ELECTIVE	3	
ENG 135	APPLIED GRAMMAR	3	ENGL 1XXX	ENGLISH ELECTIVE	3	
ENG 137	COMMUNICATION PROCESSES I	3-4	ENGL 1XXX	ENGLISH ELECTIVE	3-4	
ENG 138	COMMUNICATION PROCESSES II	3-4	ENGL 1XXX	ENGLISH ELECTIVE	3-4	
ENG 200	INTRODUCTION TO LINGUISTICS	3	ENGL 1504	INTRODUCTION TO CONTEMPORARY LINGUSTICS	3	
ENG 205	TECHNICAL EDITING	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 210	ADVANCED COMPOSITION	3	ENGL 2XX1A	ENGLISH ELECTIVE	3	APPLIES TO GENERAL EDUCATION, PATHWAY 1A
ENG 211	CREATIVE WRITING I	3	ENGL 2744	INTRODUCTION TO CREATIVE WRITING	3	
ENG 211 + 212	CREATIVE WRITING I + CREATIVE WRITING II	3+3	ENGL 2744 + ENGL 2XXX	INTRODUCTION TO CREATIVE WRITING + ELECTIVE	3+3	
ENG 212	CREATIVE WRITING II	3	ENGL 2744	INTRO TO CREATIVE WRITING	3	
ENG 215	CREATIVE WRITING - FICTION I	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 217	CREATIVE WRITING - POETRY I	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 219	CREATIVE WRITING - DRAMA	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 221	ADVANCED JOURNALISM I	3	JMC 2XXX	JOURNALISM ELECTIVE	3	
ENG 221 + 222	ADVANCED JOURNALISM I, II	3+3	COMM 2024 + JMC 2XXX	MEDIA WRITING + JOURNALISM ELECTIVE	3+3	BOTH COURSES ARE REQUIRED TO RECEIVE EQUIVALENT CREDIT.
ENG 222	ADVANCED JOURNALISM II	3	JMC 2XXX	JOURNALISM ELECTIVE	3	
ENG 225	READING LITERATURE: CULTURE AND IDEAS	3	ENGL 2XXP	ENGLISH ELECTIVE	3	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 2
ENG 230	MYSTERY IN LITERATURE AND FILM	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 233	THE BIBLE AS LITERATURE	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 236	INTRODUCTION TO THE SHORT STORY	3	ENGL 1614	INTRODUCTION TO SHORT FICTION	3	
ENG 237	INTRODUCTION TO POETRY	3	ENGL 1604	INTRODUCTION TO POETRY	3	
ENG 241	SURVEY OF AMERICAN LITERATURE I	3	ENGL 2534	AMERICAN LITERARY HISTORY	3	
ENG 241 + ENG 242	SURVEY OF AMERICAN LITERATURE I + SURVEY OF AMERICAN LITERATURE II	3+3	ENGL 2534 + ENGL 2XXX	AMERICAN LITERARY HISTORY + ENGLISH ELECTIVE	3+3	
ENG 242	SURVEY OF AMERICAN LITERATURE II	3	ENGL 2534	AMERICAN LITERARY HISTORY	3	
ENG 243	SURVEY OF ENGLISH LITERATURE I	3	ENGL 2544	BRITISH LITERARY HISTORY	3	
ENG 243 + 244	SURVEY OF ENGLISH LITERATURE I + SURVEY OF ENGLISH LITERATURE II	3+3	ENGL 2544 + ENGL 2XXX	BRITISH LITERARY HISTORY + ENGLISH ELECTIVE	3+3	
ENG 244	SURVEY OF ENGLISH LITERATURE II	3	ENGL 2544	BRITISH LITERARY HISTORY	3	
ENG 245	BRITISH LITERATURE	3	ENGL 2544 OR ENGL 2XXP	BRITISH LITERARY HISTORY OR ENGLISH ELECTIVE	3	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 2
ENG 246	AMERICAN LITERATURE	3	ENGL 2534 OR ENGL 2XXP	AMERICAN LITERARY HISTORY OR ENGLISH ELECTIVE	3	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 2
ENG 247	SURVEY OF POPULAR CULTURE	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 249	SURVEY OF ASIAN AMERICAN LITERATURE	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 250	CHILDREN'S LITERATURE	3	ENGL 2XXP	ENGLISH ELECTIVE	3	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 2
ENG 253	SURVEY OF AFRICAN-AMERICAN LITERATURE I	3	ENGL 2644	AFRICAN AMERICAN LITERATURE	3	
ENG 253 + ENG 254	SURVEY OF AFRICAN-AMERICAN LITERATURE I + SURVEY OF AFRICAN-AMERICAN LITERATURE II	3+3	ENGL 2644 + ENGL 2XXX	AFRICAN AMERICAN LITERATURE + ENGLISH ELECTIVE	3+3	
ENG 254	SURVEY OF AFRICAN-AMERICAN LITERATURE II	3	ENGL 2644	AFRICAN AMERICAN LITERATURE	3	
ENG 255	WORLD LITERATURE	3	ENGL 1644	INTRODUCTION TO WORLD LITERATURE	3	
ENG 256	LITERATURE OF SCIENCE FICTION	3	ENGL 1654	INTRODUCTION TO SCIENCE FICTION	3	
ENG 257	MYTHOLOGICAL LITERATURE	3	CLA 2444	ANCIENT GREEK & ROMAN MYTH	3	
ENG 258	AFRICAN AMERICAN LITERATURE	3	ENGL 2644	INTRODUCTION TO AFRICAN AMERICAN LITERATURE	3	
ENG 260	FANTASY FICTION	3	ENGL 1654	INTRODUCTION TO SCIENCE FICTION AND FANTASY	3	
ENG 261	ADVANCED CREATIVE WRITING I	3	ENGL 2744	INTRODUCTION TO CREATIVE WRITING	3	
ENG 261 + ENG 262	ADVANCED CREATIVE WRITING I + ADVANCED CREATIVE WRITING II	3+3	ENGL 2744 + ENGL 2XXX	INTRODUCTION TO CREATIVE WRITING + ENGLISH ELECTIVE	3+3	
ENG 262	ADVANCED CREATIVE WRITING II	3	ENGL 2744	INTRODUCTION TO CREATIVE WRITING	3	
ENG 267	THE MODERN NOVEL	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 268	THE MODERN DRAMA	3	ENGL 1XXX	ENGLISH ELECTIVE	3	
ENG 270	NON-WESTERN LITERATURE IN GLOBAL CONTEXT	3	ENGL 1644	INTRODUCTION TO WORLD LITERATURE	3	
ENG 271	THE WORKS OF SHAKESPEARE I	3	ENGL 1634	INTRODUCTION TO SHAKESPEARE	3	
ENG 273	WOMEN IN LITERATURE I	3	ENGL 1664	INTRODUCTION TO WOMEN'S LITERATURE	3	
ENG 273 + 274	WOMEN IN LITERATURE I, II	3+3	ENGL 1664 + ENGL 1XXX	INTRODUCTION TO WOMEN'S LITERATURE + ENGLISH ELECTIVE	3+3	
ENG 274	WOMEN IN LITERATURE II	3	ENGL 1664	INTRODUCTION TO WOMEN'S LITERATURE	3	
ENG 275	WOMEN IN LITERATURE	3	ENGL 1664	INTRODUCTION TO WOMEN'S LITERATURE	3	
ENG 276	SOUTHERN LITERATURE	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 278	APPALACHIAN LITERATURE	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENG 279	FILM AND LITERATURE	3	ENGL 2XXX	ENGLISH ELECTIVE	3	
ENV 100	BASIC ENVIRONMENTAL SCIENCE	3	ENSC 1XXX	ENVIRONMENTAL SCIENCE ELECTIVE	3	
ENV 108	ENVIRONMENTAL MICROBIOLOGY	3	ENSC 1XXX	ENVIRONMENTAL SCIENCE ELECTIVE	3	
ENV 110	INTRODUCTION TO WATER AND WASTEWATER TREATMENT TECHNOLOGY	2-3	ENSC 1XXX	ENVIRONMENTAL SCIENCE ELECTIVE	2-3	
ENV 115	WATER PURIFICATION	2-3	ENSC 1XXX	ENVIRONMENTAL SCIENCE ELECTIVE	2-3	
ENV 121	GENERAL ENVIRONMENTAL SCIENCE I	4	ENSC 1015 + ENSC 1XXP	ENVIRONMENTAL SCIENCE + ENVIRONMENTAL SCIENCE ELECTIVE	3+1	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 4
ENV 122	GENERAL ENVIRONMENTAL SCIENCE II	4	ENSC 1016 + ENSC 1XXP	ENVIRONMENTAL SCIENCE + ENVIRONMENTAL SCIENCE ELECTIVE	3+1	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 4
ENV 136	SURVEY OF ENVIRONMENTAL CONCERNS	3	ENSC 1XXX	ENVIRONMENTAL SCIENCE ELECTIVE	3	
ENV 136 + 220	SURVEY OF ENVIRONMENTAL CONCERNS + ENVIRONMENTAL PROBLEMS	3+3	ENSC 1015 + ENSC 1XXX	FOUNDATIONS OF ENVIRONMENTAL SCIENCE + ENVIRONMENTAL SCIENCE ELECTIVE	3+3	BOTH COURSES ARE REQUIRED TO RECEIVE EQUIVALENT CREDIT.
ENV 146	ADVANCED WASTEWATER LICENSURE REVIEW	1-2	ENSC 1XXX	ENVIRONMENTAL SCIENCE ELECTIVE	1-2	
ENV 147	ADVANCED WATER LICENSURE REVIEW	1	ENSC 1XXX	ENVIRONMENTAL SCIENCE ELECTIVE	1	
ENV 161	INTRODUCTION TO ENVIRONMENTAL COMPLIANCE	3	ENSC 1XXX	ENVIRONMENTAL SCIENCE ELECTIVE	3	
ENV 162	ENVIRONMENTAL PRINCIPLES IN PUBLIC HEALTH	3	ENSC 1XXX	ENVIRONMENTAL SCIENCE ELECTIVE	3	
ENV 220	ENVIRONMENTAL PROBLEMS	3	GEOG 2XXX	GEOGRAPHY ELECTIVE	3	
ENV 227	ENVIRONMENTAL LAW	2-3	AAEC 2XXX	AGRICULTURAL AND APPLIED ECONOMICS ELECTIVE	2-3	
ENV 230	GIS: APPLICATONS IN ENVIRONMENTAL SCIENCE	3	GEOG 2XXX	GEOGRAPHY ELECTIVE	3	
EQU	ALL EQUINE MANAGEMENT COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
ESL	ALL ENGLISH AS A SECOND LANGUAGE COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
ESR	ALL ELECTRONICS SERVICING COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
FIN 107	PERSONAL FINANCE	3	BUS 1XXX	BUSINESS ELECTIVE	3	
FIN 107 + 115	PERSONAL FINANCE + PERSONAL INVESTMENTS	3+1-2	FIN 2114 + FIN 2XXX	INVESTMENTS AND FINANCIAL LITERACY + FINANCE ELECTIVE	3+1-2	BOTH COURSES ARE REQUIRED TO RECEIVE EQUIVALENT CREDIT.
FIN 108	PRINCIPLES OF SECURITIES INVESTMENT	3	BUS 1XXX	BUSINESS ELECTIVE	3	
FIN 110	PRINCIPLES OF BANKING	3	BUS 1XXX	BUSINESS ELECTIVE	3	
FIN 115	PERSONAL INVESTMENTS	1-2	BUS 1XXX	BUSINESS ELECTIVE	1-2	
FIN 215	FINANCIAL MANAGEMENT	3	BUS 2XXX	BUSINESS ELECTIVE	3	
FIN 248	INTERNATIONAL FINANCE	3	BUS 2XXX	BUSINESS ELECTIVE	3	
FIN 260	FINANCIAL MANAGEMENT FOR SMALL BUSINESS	2	BUS 2XXX	BUSINESS ELECTIVE	2	
FOR 102	FOREST PROTECTION	3	FREC 2514	WILDLAND FIRE: ECOLOGY AND MANAGEMENT	3	
FOR 105	FOREST AND WILDLIFE ECOLOGY	4	FREC 2314 + FREC 1XXX	FOREST BIOLOGY AND DENDROLOGY + ELECTIVE	2+2	
FOR 115	DENDROLOGY	4	FREC 2324 + FREC 1XXX	DENDROLOGY LABORATORY + ELECTIVE	1+3	
FOR 135	WILDLIFE AND FISHERIES MANAGEMENT	4	FIW 2114 + FIW 1XXX	PRINCIPLES OF FISH AND WILDLIFE CONSERVATION + FIW ELECTIVE	3+1	
FOR 201	FOREST MENSURATION I	4	FREC 2214 + FREC 1XXX	INTRODUCTION TO LAND & FIELD MEASUREMENTS + ELECTIVE	3+1	
FOR 202	FOREST MENSURATION II	4	FREC 2414 + FREC 3224 + FREC 2XXX	FIELD EXPERIENCE IN FOREST RESOURCES AND ENVIRONMENTAL CONSERVATION + FOREST MEASUREMENTS FIELD LABORATORY + ELECTIVE	2+1+1	
FOR 205	FOREST MAPPING	3	FREC 1004	DIGITAL PLANET	3	
